seq,fold,mfe1,mfe2,icshape,binding,rpkm,relatelen,utrrate,predicted_score
0.24955505,0.106163695,0.031714965,0.18849024,0.0,0.38040897,6.7111173e-06,0.009516501,0.034143858,0.013222791
0.19059479,0.14655396,0.005307645,0.0015655311,0.0,0.592852,1.6614149e-05,0.007068062,0.056041438,0.06741666
0.26387477,0.07646087,0.0915003,0.04054174,0.0,0.50862074,1.2570953e-05,0.0050556757,0.013933344,0.060821287
0.2840521,0.079793796,0.0677189,0.060699906,0.0,0.4922884,1.4149764e-05,0.004381829,0.011050961,0.061610036
0.21901186,0.10383775,0.03585424,0.016808538,0.0,0.5859695,2.1695167e-05,0.0049397624,0.033556633,0.07185248
0.28163895,0.09220667,0.009525193,0.041754678,0.0,0.5295816,3.7481573e-06,0.0069498587,0.038339242,0.07844948
0.23334095,0.07469649,0.10542033,0.04158645,0.0,0.5195498,1.0682887e-06,0.0061942334,0.019210743,0.05792538
0.21971776,0.094149925,0.10449947,0.07171588,0.0,0.47808295,4.6609416e-06,0.00726658,0.024562774,0.048390143
0.24821444,0.123211674,0.019410962,0.13098797,0.0,0.42610866,2.5137133e-06,0.010566183,0.04149762,0.02012343
0.223723,0.04262786,0.09401912,0.24111584,0.0,0.36334977,7.446245e-06,0.006278929,0.028878024,0.05871319
0.28004673,0.065347575,0.028647942,0.10390994,0.0,0.4747329,6.239168e-06,0.008164296,0.03914439,0.04383058
0.32651144,0.070010364,0.04141678,0.14008474,0.0,0.3802869,4.501489e-07,0.0069806157,0.03470877,0.050678335
0.3244813,0.05471418,0.02118759,0.2088959,0.0,0.35866922,2.1294393e-06,0.0074201673,0.024629481,-0.051248517
0.2538788,0.08221797,0.04069965,0.07534656,0.0,0.52586734,1.8308468e-05,0.0137713,0.008200049,0.047322817
0.21755499,0.08376504,0.054348834,0.117205665,0.0,0.5108588,8.611385e-06,0.0064565055,0.0098015955,0.054128863
0.20576003,0.12566057,0.034561638,0.15018559,0.0,0.4386557,1.8105122e-05,0.0036222877,0.041536078,0.053898387
